Title,Year,Genre,Rating,Director,Cast,Votes,Description
Wayne's World 2,2015,"Comedy, Music",6.2,Stephen Surjik,"Mike Myers, Dana Carvey, Christopher Walken, Tia Carrere",88220,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.
Teenage Kicks,2015,Drama,6.5,Craig Boreham,"Miles Szanto, Daniel Webber, Anni Finsterer, Shari Sebbens",1117,The scars of our youth shape the adults we become.
Can You Keep a Secret?,2015,"Comedy, Romance",5.4,Elise Durán,"Alexandra Daddario, Tyler Hoechlin, Sunita Mani, David Ebert",20848,"Thinking they're about to crash, Emma spills her secrets to a stranger on a plane. At least, she thought he was a stranger...Until she later meets Jack, her company's young CEO, who now knows every humiliating detail about her. Based on the blockbuster NYT bestseller."
The Noel Diary,2015,"Comedy, Drama, Romance",6.1,Charles Shyer,"Justin Hartley, Barrett Doss, Bonnie Bedelia, James Remar",19178,"The story of a man who returns home on Christmas to settle his estranged mother's estate. Once there, he discovers a diary that may hold secrets to his own past and of a beautiful young woman on a mysterious journey of her own."
Girl in the Picture,2015,"Documentary, Crime, Mystery",7.3,Skye Borgman,"Karen Parsley, Charles Engles, Merle Bean, Ernest Bean",21793,A young mother's mysterious death and her son's subsequent kidnapping blow open a decades-long mystery about the woman's true identity and the murderous federal fugitive at the center of it all.
Teenage Mutant Ninja Turtles III,2015,"Action, Adventure, Comedy",4.8,Stuart Gillard,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono",36491,"When journalist April O'Neil discovers an ancient scepter with magical powers, the Turtles must cow-a-bunga their way back to 17th century Japan to rescue her from the evil clutches of Lord Norinaga."
The Little Shop of Horrors,2015,"Comedy, Horror",6.2,Roger Corman,"Jonathan Haze, Jackie Joseph, Mel Welles, Dick Miller",19629,"A clumsy young man working at an impoverished flower shop discovers that the strange plant he has been nurturing has an insatiable appetite for blood, forcing him to kill to feed it."
Of Love and Shadows,2015,"Drama, Romance, Thriller",4.9,Betty Kaplan,"Antonio Banderas, Jennifer Connelly, Stefania Sandrelli, Diego Wallraff",2401,"Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love."
Ms .45,2015,"Crime, Drama, Thriller",6.8,Abel Ferrara,"Zoë Lund, Bogey, Albert Sinkys, Darlene Stuto",12595,"A timid and mute seamstress goes insane after being attacked and raped twice in one day, in which she takes to the streets of New York City after dark and randomly shoots men with a .45 caliber pistol."
His Girl Friday,2015,"Comedy, Drama, Romance",7.8,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart",63268,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
Chevalier,2015,"Biography, Drama, History",6.5,Stephen Williams,"Kelvin Harrison Jr., Samara Weaving, Lucy Boynton, Ronke Adekoluejo",6879,"Son of an African slave and a French farmer, Joseph Bologne, Chevalier de Saint-Georges, achieves an unthinkable position in society as a famous violinist, composer and fencer, in addition to experiencing an ill-fated love affair."
Death Wish 4: The Crackdown,2015,"Action, Crime, Drama",5.4,J. Lee Thompson,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez",11160,Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.
"They Shoot Horses, Don't They?",2015,Drama,7.8,Sydney Pollack,"Jane Fonda, Michael Sarrazin, Susannah York, Gig Young",20899,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.
Satisfaction,2015,"Comedy, Music, Romance",4.9,Joan Freeman,"Justine Bateman, Liam Neeson, Trini Alvarado, Scott Coffey",3866,Justine Bateman rocks out as the leader of an all-girl band that struggles with men and drugs during a summer resort gig.
Foul Play,1961,"Comedy, Mystery, Thriller",6.8,Colin Higgins,"Goldie Hawn, Chevy Chase, Burgess Meredith, Rachel Roberts",16974,"A San Francisco librarian picks up a hitchhiker whose car has broken down, which leads to her being stalked and hunted by shady individuals. A cop she briefly met during a function eventually comes to her rescue."
Camelot,1961,"Adventure, Comedy, Drama",6.5,Joshua Logan,"Richard Harris, Vanessa Redgrave, Franco Nero, David Hemmings",7488,"The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his ""round table"" of knights."
Rise of the Footsoldier: Vengeance,1961,Action,5.9,Nick Nevern,"Tara Fitzgerald, Sadie Frost, Phil Davis, Craig Fairbrass",1151,"TATE goes on a rampage to avenge his loyal and trusted foot soldier's violent death. To track down the villain responsible, TATE ventures beyond his comfort zone of Essex and into the dark side of 90s Soho."
The Giant Mechanical Man,1961,"Comedy, Drama, Romance",6.7,Lee Kirk,"Jenna Fischer, Chris Messina, Topher Grace, Malin Akerman",10705,An offbeat romantic comedy about a silver-painted street performer and the soft spoken zoo worker who falls for him.
892,1961,"Crime, Drama, Thriller",6.3,Abi Damaris Corbin,"John Boyega, Nicole Beharie, Selenis Leyva, Michael Kenneth Williams",7894,A Marine war veteran faces mental and emotional challenges when he tries to reintegrate into civilian life.
Intruders,1961,"Fantasy, Horror, Thriller",5.4,Juan Carlos Fresnadillo,"Clive Owen, Carice van Houten, Izán Corchero, Ella Purnell",21344,Two children living in different countries are visited nightly by a faceless being who wants to take possession of them.
Unsane,1961,"Drama, Horror, Mystery",6.4,Steven Soderbergh,"Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple",49986,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear - but is it real or a product of her delusion?"
Selina's Gold,1961,Drama,5.8,Mac Alejandre,"Angeli Khang, Gold Aceron, Jay Manalo, Azi Acosta",1405,"Selina's father sells her to Tiago who makes her a sex slave. With the help of Domeng, Tiago's blind slave, she plans their way out of this living hell."
American Insurrection,1961,Drama,3.1,William Sullivan,"Nadine Malouf, Nick Westrate, Brandon Perea, Sarah Wharton",1610,"Set in a dystopian America where all people who aren't straight, white, Christian and cis gender are kept track of by the government with bar codes."
Iron Eagle,1961,"Action, Thriller, War",5.5,Sidney J. Furie,"Louis Gossett Jr., Jason Gedrick, David Suchet, Tim Thomerson",16019,"A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured."
Doeorak,1961,"Horror, Mystery, Thriller",6.4,Kwon Lee,"Kong Hyo-jin, Kim Ye-won, Kim Sung-oh, Jo Bok-rae",3446,A thriller that begins with a murder incident with a trace of a stranger entering the house of Kyung Min who lives alone in the one room.
Katie's Mom,1961,"Comedy, Drama, Romance",8.7,Tyrrell Shaffner,"Dina Meyer, Aaron Dominguez, Julia Tolchin, Colin Bates",27,"A recent divorcee's holiday celebration with her adult children derails when she falls for her daughter's charming new boyfriend. A comedy influenced by ""The Graduate,"" told from the perspective of a protagonist inspired by Mrs. Robinson."
Pat Garrett and Billy the Kid,1961,"Biography, Drama, Western",7.2,Sam Peckinpah,"James Coburn, Kris Kristofferson, Richard Jaeckel, Katy Jurado",21117,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.
Shortcomings,1961,"Comedy, Drama, Romance",6.4,Randall Park,"Justin H. Min, Sherry Cola, Ally Maki, Tavi Gevinson",3405,"Follows a trio of young, Bay Area urbanites--Ben Tanaka, Miko Hayashi and Alice Kim--as they navigate a range of interpersonal relationships while traversing the country in search of the ideal connection."
Save Me,1961,"Mystery, Thriller",4.1,Alan Roberts,"Harry Hamlin, Lysette Anthony, Michael Ironside, Steve Railsback",1605,An accountant beleaguered by personal and professional problems gets involved with a femme fatale and her mysterious psychiatrist.
La minorenne,1961,"Comedy, Romance",4.8,Silvio Amadio,"Gloria Guida, Rosemary Dexter, Marco Guglielmi, Luciano Roffi",334,"Everyone want to be with a young cute girl, but she must find a real man for herself."
L'inconnu du lac,1961,"Drama, Romance, Thriller",6.9,Alain Guiraudie,"Pierre Deladonchamps, Christophe Paou, Patrick d'Assumçao, Jérôme Chappatte",15933,"Summertime. A cruising spot for men, tucked away on the shores of a lake. Franck falls in love with Michel, an attractive, potent and lethally dangerous man. Franck knows this but wants to live out his passion anyway."
Tigerland,1961,"Drama, War",6.9,Joel Schumacher,"Colin Farrell, Matthew Davis, Clifton Collins Jr., Tom Guiry",43390,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971."
Scorned,1961,"Drama, Thriller",5.2,Andrew Stevens,"Andrew Stevens, Shannon Tweed, Kim Morgan Greene, Daniel McVicar",2040,A vengeful widow is out to seduce the relatives of the man she blames for her husband's death.
Sydney,1961,"Crime, Drama",7.1,Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",54971,Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.
Hamlet,1961,Drama,6.7,Franco Zeffirelli,"Mel Gibson, Glenn Close, Alan Bates, Paul Scofield",23639,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge."
Yi yi,1961,"Drama, Romance",8.1,Edward Yang,"Nien-Jen Wu, Elaine Jin, Issei Ogata, Kelly Lee",28499,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
Caged Heat,1961,"Action, Comedy, Drama",5.3,Jonathan Demme,"Juanita Brown, Erica Gavin, Roberta Collins, Ella Reid",2998,"In a women's prison, a group of inmates band together to combat the repressive and abusive policies of the crippled female warden and the corrupt prison doctor."
Maya,1961,"Adventure, Family",6.3,John Berry,"Clint Walker, Jay North, I.S. Johar, Sajid Khan",413,An American boy runs away in the Indian jungle after a fight with his father.
Celebrity Sex Tape,1961,Comedy,2.9,Scott Wheeler,"Jack Cullison, Howard Cai, Jonathan Brett, Colbert Alembert",2990,"When a group of nerds leaks a washed-up celebrity's sex tape, the publicity revives the actress' career and other Hollywood rejects want to star in the guys' next ""production."""
Last Exit to Brooklyn,1961,Drama,6.8,Uli Edel,"Jennifer Jason Leigh, Stephen Lang, Burt Young, Peter Dobson",6972,Set in Brooklyn during the 1950s against a backdrop of union corruption and violence. A prostitute falls in love with one of her customers. Also a disturbed man discovers that he is homosexual.
Most Disturbed Person on Planet Earth II,1961,"Documentary, Horror",6.5,Thomas Extreme Cinemagore,Thomas Extreme Cinemagore,82,"A look at the world's most obscure, obscene and shocking electronic media documentation."
The Reef,1961,"Adventure, Horror, Thriller",5.8,Andrew Traucki,"Damian Walshe-Howling, Gyton Grantley, Adrienne Pickering, Zoe Naylor",20959,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.
Priceless,1961,"Crime, Drama, Romance",6,Ben Smallbone,"Joel Smallbone, Bianca A. Santos, David Koechner, Jim Parrack",4150,"A widower who's lost custody of his daughter finds himself unable to hold down a job. He agrees to drive a truck cross-country, no questions asked, but when he discovers the nature of his cargo, he is faced with a life-changing decision."
Ticks,1961,"Horror, Sci-Fi",5.5,Tony Randel,"Rosalind Allen, Ami Dolenz, Seth Green, Virginya Keehne",5787,"A group of troubled teenagers are led by social workers on a California wilderness retreat, not knowing that the woods they are camping in have become infested by mutated, blood-sucking ticks."
Ba wang bie ji,1961,"Drama, Music, Romance",8.1,Kaige Chen,"Leslie Cheung, Fengyi Zhang, Gong Li, You Ge",33230,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.
The Children's Hour,1961,"Drama, Romance",7.8,William Wyler,"Audrey Hepburn, Shirley MacLaine, James Garner, Miriam Hopkins",18452,A rebellious student at a girls' school accuses two teachers of lesbianism.
Pawn Sacrifice,1961,"Biography, Drama, History",7,Edward Zwick,"Tobey Maguire, Liev Schreiber, Peter Sarsgaard, Michael Stuhlbarg",49351,"Set during the Cold War, American chess prodigyBobby Fischerfinds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire."
The Last Legion,1961,"Action, Adventure, History",5.4,Doug Lefler,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan",37121,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters."
Jam,1961,"Comedy, Horror, Mystery",6.6,Jason Yu,"Kim Gook Hee, Yoon Kyung-ho, Lee Sun-kyun, Jung Yu-mi",2159,"A young, expectant wife must figure out how to stop her husband's nightmarish sleepwalking habits before he harms himself or his family."
Byôsoku 5 senchimêtoru,1961,"Animation, Drama, Family",7.5,Makoto Shinkai,"Kenji Mizuhashi, Yoshimi Kondou, Satomi Hanamura, Ayaka Onoue",63941,"Told in three interconnected segments, Takaki tells the story of his life as cruel winters, cold technology, and finally, adult obligations and responsibility converge to test the delicate petals of love."
P2,1961,"Crime, Horror, Thriller",5.9,Franck Khalfoun,"Rachel Nichols, Wes Bentley, Simon Reynolds, Philip Akin",36472,A businesswoman is pursued by a psychopath after being locked in a parking garage on Christmas Eve.
My Best Friend's Exorcism,1961,"Comedy, Horror, Thriller",5.3,Damon Thomas,"Elsie Fisher, Amiah Miller, Rachel Ogechi Kanu, Cathy Ang",6422,Teen best friends Abby and Gretchen grapple with an otherworldly demon that takes up residence in Gretchen's body.
Koneko monogatari,1961,"Adventure, Drama, Family",6.9,Masanori Hata,"Kyôko Koizumi, Dudley Moore, Chatran, Pû",12744,The adventures of a young cat and a dog as they find themselves accidentally separated and each swept into a hazardous trek.
The Black Stallion,1961,"Adventure, Family, Sport",7.4,Carroll Ballard,"Kelly Reno, Mickey Rooney, Teri Garr, Clarence Muse",14060,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue."
Biloxi Blues,1961,"Comedy, Drama",6.6,Mike Nichols,"Matthew Broderick, Christopher Walken, Matt Mulhern, Corey Parker",16558,"A group of young recruits go through boot camp during the Second World War in Biloxi, Mississippi. From the play by Neil Simon."
Problem Child 2,1961,"Comedy, Family",4.9,Brian Levant,"John Ritter, Michael Oliver, Jack Warden, Laraine Newman",23769,The worst child in the world makes an unthinkable discovery: there is another child even worse than he is--and it's a girl.
Beginners,1961,"Comedy, Drama, Romance",7.2,Mike Mills,"Ewan McGregor, Christopher Plummer, Mélanie Laurent, Goran Visnjic",94871,A young man is rocked by two announcements from his elderly father: that he has terminal cancer and that he has a young male lover.
Fruitvale Station,1961,"Biography, Crime, Drama",7.5,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",85963,"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008."
Simple comme Sylvain,1961,"Comedy, Drama, Romance",7.1,Monia Chokri,"Magalie Lépine Blondeau, Pierre-Yves Cardinal, Francis-William Rhéaume, Monia Chokri",1667,"Sophia's life is turned upside down when she meets Sylvain. She comes from a wealthy family, while Sylvain comes from a family of manual workers. Sophia questions her own values after abandoning herself to her great romantic impulses."
The Love Bug,2017,"Comedy, Family, Sport",6.5,Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett",17563,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him."
Bonjour tristesse,2017,"Drama, Romance",6.9,Otto Preminger,"Jean Seberg, David Niven, Deborah Kerr, Mylène Demongeot",5617,"Spoiled Cecile, 17, spends her summer at the French Riviera with her rich, widower, playboy dad and Elsa. Anne, her late mom's friend, visits and brings changes to all."
Unpregnant,2017,"Comedy, Drama",6.5,Rachel Lee Goldenberg,"Haley Lu Richardson, Barbie Ferreira, Giancarlo Esposito, Alex MacNicoll",9860,"A 17-year old Missouri teen named Veronica discovers she has gotten pregnant, a development that threatens to end her dreams of matriculating at an Ivy League college, and the career that will follow."
Arrête avec tes mensonges,2017,Drama,7.6,Olivier Peyon,"Guillaume de Tonquédec, Victor Belmondo, Guilaine Londez, Jérémy Gillet",1788,An author returns to his hometown of Cognac for the first time in 35 years to help promote a distillery. He is also there to face the memories of his first love. The people & places he returns to evoke many feelings from the past.
Under the Boardwalk,2017,"Animation, Adventure, Comedy",6,David Soren,"Chris Kirshbaum, Keke Palmer, Michael Cera, Bobby Cannavale, Russell Brand",740,"Under the boardwalk at the Jersey Shore, a land crab townie falls in love with a sea crab tourist, but tensions between their friends and families rise. When a storm casts the duo far from home, their love will lead them on an adventure."
Joe Versus the Volcano,2017,"Comedy, Romance",5.9,John Patrick Shanley,"Tom Hanks, Meg Ryan, Lloyd Bridges, Robert Stack",39856,"When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live."
Prophecy,2017,"Horror, Sci-Fi, Thriller",5.5,John Frankenheimer,"Talia Shire, Robert Foxworth, Armand Assante, Richard Dysart",6156,"A government health inspector is dispatched to assess the damage a logging company is causing to a patch of forest claimed by Native Americans, and comes face to face with true terror wreaking havoc in the woods."
ABBA: Against the Odds,2017,"Documentary, History, Music",7.4,James Rogan,"ABBA, Benny Andersson, Agnetha Fältskog, Judd Lander",151,To commemorate the 50th anniversary of the iconic Swedish group winning the Eurovision Song Contest.
Rooster Cogburn,2017,"Adventure, Drama, Western",6.8,Stuart Millar,"John Wayne, Katharine Hepburn, Anthony Zerbe, Richard Jordan",13154,Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down her father's murderers.
Lvx Æterna,2017,"Drama, Thriller",6.2,Gaspar Noé,"Béatrice Dalle, Charlotte Gainsbourg, Abbey Lee, Claude-Emmanuelle Gajan-Maull",7429,"Two actresses, Béatrice Dalle and Charlotte Gainsbourg, are on a film set telling stories about witches - but that's not all. 'Lux Æterna' is also an essay on cinema, the love of film, and on-set hysterics."
Eye for an Eye,2017,"Crime, Drama, Thriller",6.2,John Schlesinger,"Sally Field, Kiefer Sutherland, Ed Harris, Olivia Burnette",18960,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice."
King Solomon's Mines,2017,"Action, Adventure, Comedy",5.2,J. Lee Thompson,"Richard Chamberlain, Sharon Stone, Herbert Lom, John Rhys-Davies",14944,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.
Scrambled,2017,Comedy,5.8,Leah McKendrick,"Leah McKendrick, Ego Nwodim, Andrew Santino, Clancy Brown",997,"A thirty-something eternal bridesmaid goes on an empowering, and often hilarious, journey of self-discovery."
Screams Before Silence,2017,Documentary,4.5,Anat Stalinsky,"Sheryl Sandberg, Chen Goldstein-Almog, Agam Goldstein-Almog, Michal Ohana",285,"The documentary interviews survivors, first responders about the 2023 Hamas attack in Israel, highlighting reported sexual violence cases during the incident, presenting factual accounts without opinions."
Fortress,2017,"Action, Thriller",3.3,James Cullen Bressack,"Jesse Metcalfe, Bruce Willis, Chad Michael Murray, Kelly Greyson",5478,"A group of criminals led by Robert's former nemesis - Balzary who hellbent on revenge, forces a retired CIA Agent and his estranged son into a high-tech bunker. Will the thick walls and defenses be powerful enough against Balzary's forces."
Wildlife,2017,Drama,6.8,Paul Dano,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",31435,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.
Heidi,2017,"Drama, Family, Musical",7.2,Allan Dwan,"Shirley Temple, Jean Hersholt, Arthur Treacher, Helen Westley",4970,"A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl."
Dìdi,2017,"Comedy, Drama",7.7,Sean Wang,"Izaac Wang, Joan Chen, Shirley Chen, Chang Li Hua",213,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom."
Tucker: The Man and His Dream,2017,"Biography, Comedy, Drama",6.9,Francis Ford Coppola,"Jeff Bridges, Joan Allen, Martin Landau, Frederic Forrest",21894,"The story of Preston Tucker, the maverick car designer and his ill-fated challenge to the auto industry with his revolutionary car concept."
Beast,2017,"Crime, Drama, Mystery",6.8,Michael Pearce,"Jessie Buckley, Geraldine James, Oliver Maltman, Trystan Gravelle",15722,A troubled woman living in an isolated community finds herself pulled between the control of her oppressive family and the allure of a secretive outsider suspected of a series of brutal murders.
Zoom,2017,"Action, Adventure, Comedy",4.4,Peter Hewitt,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin",22841,Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.
The Duke of Burgundy,2017,"Drama, Romance",6.5,Peter Strickland,"Sidse Babett Knudsen, Monica Swinn, Chiara D'Anna, Kata Bartsch",14375,A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.
Oxygène,2017,"Drama, Fantasy, Sci-Fi",6.5,Alexandre Aja,"Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah",44388,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare."
My Friend Dahmer,2017,"Biography, Drama, Horror",6.2,Marc Meyers,"Ross Lynch, Alex Wolff, Anne Heche, Vincent Kartheiser",23683,A youngJeffrey Dahmerstruggles to belong in high school.
The Persian Version,2017,"Comedy, Drama, Romance",6.2,Maryam Keshavarz,"Layla Mohammadi, Niousha Noor, Kamand Shafieisabet, Bijan Daneshmand",3531,"When a large Iranian-American family gathers, a family secret is uncovered that catapults the estranged mother and daughter into an exploration of the past, and to discover they are more alike than they know."
A Good Woman,2017,"Drama, Comedy, Romance",6.4,Mike Barker,"Helen Hunt, Scarlett Johansson, Tom Wilkinson, Milena Vukotic",14126,A 1930s American socialite creates a scandal in the expatriate high society of the Amalfi Coast of Italy when she forms a secretive relationship with a wealthy American unbeknownst to his young wife.
...E tu vivrai nel terrore! L'aldilà,2017,Horror,6.6,Lucio Fulci,"Catriona MacColl, David Warbeck, Cinzia Monreale, Antoine Saint-John",25356,"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell."
Extremely Loud & Incredibly Close,2017,"Adventure, Drama, Mystery",6.9,Stephen Daldry,"Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow",105235,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001."
Skin: A History of Nudity in the Movies,2017,"Documentary, History",6.7,Danny Wolf,"Warren Beatty, Elizabeth Berkley, Martine Beswick, Linda Blair",1304,"The definitive documentary on the history of nudity in feature films, from the early silent days to the present, studying the changes in morality that led to the use of nudity in films, ...See full summary»"
You Belong to Me,2017,"Drama, Mystery, Thriller",5.3,Vaughn Stein,"Casey Affleck, Michelle Monaghan, Sam Claflin, Veronica Ferres",7015,A psychiatrist whose client commits suicide finds his family life disrupted after introducing her surviving brother to his wife and daughter.
Windfall,2017,"Crime, Drama, Thriller",5.7,Charlie McDowell,"Jason Segel, Lily Collins, Jesse Plemons, Omar Leyva",26764,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway."
Dog Pound,2017,"Crime, Drama",7,Kim Chapiron,"Adam Butcher, Shane Kippel, Matthew Morales, Slim Twig",13536,"Three juvenile delinquents are sentenced to a correctional facility where they encounter gang violence, death, and harassment from staff and other inmates."
Disney's Newsies: The Broadway Musical,2017,Musical,8.2,Jeff Calhoun,"Brett Sullivan, Jeremy Jordan, Kara Lindsay, Ben Fankhauser, Andrew Keenan-Bolger",3619,"Filmed live on stage at the Pantages Theatre in Hollywood, CA, this is a not-to-be-missed high energy show starring Original Broadway cast members."
In the Blood,2017,"Action, Crime, Thriller",5.7,John Stockwell,"Gina Carano, Cam Gigandet, Ismael Cruz Cordova, Danny Trejo",13134,"When her husband goes missing during their Caribbean vacation, a woman sets off on her own to take down the men she thinks are responsible."
Tales from the Crypt: Demon Knight,2017,"Action, Fantasy, Horror",6.7,Ernest R. Dickerson,"Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke",26353,High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.
Testament of Youth,2017,"Biography, Drama, History",7.2,James Kent,"Alicia Vikander, Kit Harington, Taron Egerton, Dominic West",30537,"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times."
Saving Silverman,2017,"Comedy, Crime, Romance",5.8,Dennis Dugan,"Jason Biggs, Steve Zahn, Jack Black, Amanda Peet",42700,A pair of buddies conspire to save their best friend from marrying the wrong woman.
Corsage,2017,"Biography, Drama, History",6.6,Marie Kreutzer,"Vicky Krieps, Florian Teichtmeister, Katharina Lorenz, Jeanne Werner",9738,"A fictional account of one year in the life ofEmpress Elisabeth Of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image."
Anatomie de l'enfer,2017,Drama,4.4,Catherine Breillat,"Amira Casar, Rocco Siffredi, Alexandre Belin, Manuel Taglang",6162,"A woman employs a gay man to spend four nights at her house to watch her when she's ""unwatchable""."
Analyze That,2017,"Comedy, Crime",5.9,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli",89561,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues."
White Christmas,2017,"Comedy, Musical, Romance",7.6,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",51169,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.
When Night Is Falling,2017,"Drama, Romance",6.5,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox",7441,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town."
D.A.R.Y.L.,2017,"Family, Sci-Fi",6.3,Simon Wincer,"Mary Beth Hurt, Michael McKean, Kathryn Walker, Colleen Camp",14110,A seemingly normal young boy is found abandoned on a mountain road and adopted by a family who are increasingly amazed by his abilities before discovering the secret behind his real identity.
The Bay,2017,"Horror, Sci-Fi, Thriller",5.7,Barry Levinson,"Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal",29682,Chaos breaks out in a small Maryland town after an ecological disaster occurs.
Diary of a Wimpy Kid: The Long Haul,2017,"Adventure, Comedy, Family",4.3,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",10951,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.
Fletch Lives,2017,"Comedy, Crime, Mystery",6.1,Michael Ritchie,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey",23308,"After receiving an inheritance in Louisiana, Los Angeles reporter Irwin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."
Black Mirror: Bandersnatch,2017,"Drama, Fantasy, Mystery",7.1,David Slade,"Fionn Whitehead, Craig Parkinson, Alice Lowe, Asim Chaudhry",136414,A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.
Poetic Justice,2017,"Drama, Romance",6.1,John Singleton,"Janet Jackson, Tupac Shakur, Regina King, Joe Torry",16663,Grieving hairdresser Justice goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and an obnoxious postal worker.
7-beon-bang-ui seon-mul,2022,"Comedy, Drama",8.1,Hwan-kyung Lee,"Ryu Seung-ryong, Kal So-won, Oh Dal-su, Jeong Man-sik",24010,A story about the love between a mentally-ill father and his lovingly adorable daughter.
