Title,Year,Genre,Rating,Director,Cast,Votes,Description
Jaws: The Revenge,2007,"Adventure, Horror, Thriller",3,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young",49629,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
Lethal Weapon 2,2007,"Action, Crime, Thriller",7.3,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Patsy Kensit",189155,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.
Firstborn,2007,"Drama, Thriller",6.2,Michael Apted,"Teri Garr, Peter Weller, Christopher Collet, Corey Haim",3014,A teenager must protect his family when his mother's sinister new boyfriend begins exerting his authority in their home.
Dragged Across Concrete,2007,"Action, Crime, Drama",6.9,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",55388,"Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation."
Maggie Moore(s),2007,"Comedy, Crime, Mystery",6.2,John Slattery,"Jon Hamm, Tina Fey, Micah Stock, Nick Mohammed",7597,"Police Chief Sanders investigates the bizarre murders of two women with the same name and unravels a web of small-town lies. He meets and quickly falls for Rita, a nosy neighbor who is eager to help solve the mystery."
Day of the Dead,2007,"Horror, Thriller",7.1,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy",74502,"As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must decide on how they should deal with the undead horde."
Armageddon Time,2007,Drama,6.5,James Gray,"Anne Hathaway, Jeremy Strong, Banks Repeta, Jaylin Webb",15431,A deeply personal coming-of-age story about the strength of family and the generational pursuit of the American Dream.
Dangerous Minds,2007,"Biography, Drama",6.5,John N. Smith,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett",57153,"LouAnne, a retired US marine, becomes a teacher in a Californian high school. But her mostly Latino and black students from an impoverished and racially segregated locality do not easily embrace her."
Outbreak,2007,"Action, Drama, Thriller",6.6,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",137979,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.
The Thomas Crown Affair,2007,"Crime, Drama, Romance",6.9,Norman Jewison,"Steve McQueen, Faye Dunaway, Paul Burke, Jack Weston",28148,"A debonair, adventuresome bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with a sexy insurance investigator who will do anything to get her man."
Reckless,2007,"Comedy, Drama, Musical",6.4,Victor Fleming,"Jean Harlow, William Powell, Franchot Tone, May Robson",1512,"Wealthy Bob Harrison buys all the seats in the theatre to watch Mona Leslie's musical by himself. He loves her, her agent Ned Riley loves her. Conflict ensues."
The Three Musketeers,2007,"Action, Adventure, Romance",7.1,Richard Lester,"Oliver Reed, Raquel Welch, Richard Chamberlain, Michael York",20199,"A young swordsman comes to Paris and faces villains, romance, adventure and intrigue with three Musketeer friends."
As bestas,2007,"Drama, Thriller",7.5,Rodrigo Sorogoyen,"Marina Foïs, Denis Ménochet, Luis Zahera, Diego Anido",18477,An expatriate French couple operate an organic farm in the Spanish countryside but clash with villagers.
The Sand Pebbles,2007,"Adventure, Drama, Romance",7.5,Robert Wise,"Steve McQueen, Richard Attenborough, Richard Crenna, Candice Bergen",16468,"In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China."
Shampoo,2007,"Comedy, Drama",6.4,Hal Ashby,"Warren Beatty, Julie Christie, Goldie Hawn, Lee Grant",14192,"On Election Day, 1968, a hairdresser and ladies' man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend."
Manhattan,2007,"Comedy, Drama, Romance",7.8,Woody Allen,"Woody Allen, Diane Keaton, Mariel Hemingway, Michael Murphy",147475,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
Billionaire Boys Club,2007,"Biography, Drama, Thriller",5.6,James Cox,"Ansel Elgort, Kevin Spacey, Taron Egerton, Emma Roberts",14763,A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.
The Dead Zone,2007,"Drama, Horror, Sci-Fi",7.2,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",77475,A man awakens from a coma to discover he has a psychic ability to foresee future events.
No One Gets Out Alive,2007,"Drama, Horror, Mystery",5.4,Santiago Menghini,"Phil Robertson, Joana Borja, Victoria Alcock, Cristina Rodlo",20964,"After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can't escape."
The Silencers,2007,"Action, Adventure, Comedy",5.9,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi, Victor Buono",3808,Retired agent Matt Helm is re-activated in order to stop an evil organization from exploding an atom bomb over the USA and starting WWIII.
The Midnight Meat Train,2007,"Horror, Mystery, Thriller",6,Ryûhei Kitamura,"Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",71232,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways."
Working Girl,2007,"Comedy, Drama, Romance",6.8,Mike Nichols,"Melanie Griffith, Harrison Ford, Sigourney Weaver, Alec Baldwin",62519,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
Society,2007,"Comedy, Horror",6.5,Brian Yuzna,"Billy Warlock, Concetta D'Agnese, Ben Slack, Evan Richards",22004,An ordinary teenage boy discovers his family is part of a gruesome orgy cult for the social elite.
Cobra,2007,"Action, Crime, Thriller",5.8,George P. Cosmatos,"Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson",79737,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.
The Life of David Gale,2007,"Crime, Drama, Mystery",7.5,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Cleo King",126212,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
Retfærdighedens ryttere,2007,"Action, Comedy, Drama",7.5,Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann",63833,"Markus goes home to his teenage daughter, Mathilde, when his wife dies in a train crash. All appears to be a tragic accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up."
Kickboxer,2007,"Action, Sport, Thriller",6.4,Mark DiSalle,"David Worth, Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi",61018,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2007,"Action, Adventure, Comedy",6,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden",61094,The Turtles discover their origins while they endeavour to save New York City from the evil Shredder and his Foot Clan.
The Adventures of Baron Munchausen,2007,"Adventure, Comedy, Fantasy",7.1,Terry Gilliam,"John Neville, Eric Idle, Sarah Polley, Oliver Reed",56941,An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.
In Cold Blood,2007,"Biography, Crime, Drama",7.9,Richard Brooks,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",29216,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
An American Crime,2007,"Biography, Crime, Drama",7.2,Tommy O'Haver,"Elliot Page, Hayley McFarland, Nick Searcy, Romy Rosemont",37030,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s."
Aquamarine,2007,"Comedy, Family, Fantasy",5.4,Elizabeth Allen Rosenbaum,"Emma Roberts, JoJo, Sara Paxton, Jake McDorman",45244,Two teenage girls discover a mermaid in their beach club's swimming pool.
The Haunting,2007,"Fantasy, Horror, Mystery",5,Jan de Bont,"Liam Neeson, Catherine Zeta-Jones, Owen Wilson, Lili Taylor",80559,"Dr Marrow enlists Theo, Luke and Nell for a study of sleep disorders at the Hill House. As soon as the terrifying truth about the mansion is revealed, everyone is found fighting for their lives."
Whiteout,2007,"Action, Crime, Mystery",5.5,Dominic Sena,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short",40907,U.S. Marshal Carrie Stetko tracks a killer in Antarctica as the sun is about to set for six months.
Snake Eyes,2007,"Crime, Mystery, Thriller",6.1,Brian De Palma,"Nicolas Cage, Gary Sinise, John Heard, Carla Gugino",86896,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
Out of the Blue,2007,"Crime, Drama, Mystery",4.4,Neil LaBute,"Diane Kruger, Ray Nicholson, Gia Crovatin, Hank Azaria",1406,"Connor, a man whose dull life is transformed into a thrilling fantasy world thanks to the seductive Marilyn."
Walkabout,2007,"Adventure, Drama",7.6,Nicolas Roeg,"Jenny Agutter, David Gulpilil, Luc Roeg, John Meillon",27400,"Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe."
The Handmaid's Tale,2007,"Drama, Romance, Sci-Fi",6,Volker Schlöndorff,"Natasha Richardson, Faye Dunaway, Aidan Quinn, Elizabeth McGovern",10763,"Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families."
Conviction,2007,"Biography, Crime, Drama",7.2,Tony Goldwyn,"Hilary Swank, Sam Rockwell, Melissa Leo, Thomas D. Mahard",46083,"A working mother puts herself through law school in an effort to represent her brother, who has been wrongfully convicted of murder and has exhausted his chances to appeal his conviction through public defenders."
Año bisiesto,2007,"Drama, Romance",5.8,Michael Rowe,"Mónica Del Carmen, Gustavo Sánchez Parra, Marco Zapata, Diego Chas",2803,"Laura's personal life consists of one affair after another. She meets Arturo and the pair enter into an intense, violent sexual relationship. As days go by, Laura crosses out the days on a calendar, revealing her secret past to her lover."
The Replacements,2007,"Comedy, Sport",6.6,Howard Deutch,"Keanu Reeves, Gene Hackman, Brooke Langton, Orlando Jones",69590,"During a pro football strike, the owners hire substitute players."
Ben-Hur,2007,"Action, Adventure, Drama",5.7,Timur Bekmambetov,"Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi",46906,"Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption."
The Fisher King,2007,"Comedy, Drama, Fantasy",7.5,Terry Gilliam,"Jeff Bridges, Robin Williams, Adam Bryant, Paul Lombardi",91059,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake."
The Wild Bunch,2007,"Action, Adventure, Drama",7.9,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",90483,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
Vengeance,2007,"Comedy, Music, Mystery",6.8,B.J. Novak,"B.J. Novak, Boyd Holbrook, Lio Tipton, Ashton Kutcher",37186,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.
The Last Seduction,2007,"Crime, Drama, Romance",7,John Dahl,"Linda Fiorentino, Peter Berg, Bill Pullman, Michael Raysses",25859,A devious sexpot steals her husband's drug money and hides out in a small town where she meets the perfect dupe for her next scheme.
BASEketball,1992,"Comedy, Sport",6.5,David Zucker,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth",66492,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team."
Veppam Kulir Mazhai,1992,Thriller,7.8,Pascal Vedamuthu,"Ismath Banu, M.S. Bhaskar, Dhirav, Dev Habibullah",2122,"Petthaperumal and Paandi, a happily married couple, who are pressured to conceive a baby, and how this affects their bond."
Sweet Release,1992,Drama,5.8,Pancho Maniquis,"Ataska Mercado, Dyessa Garcia, Mhack Morales, Horace Mendoza",42,"Two girl best friends and a young man take on a journey of self-discovery. Along the way, their bond deepens as they explore their sexual desires."
The Blackening,1992,"Comedy, Horror, Thriller",6,Tim Story,"Grace Byers, Jermaine Fowler, Melvin Gregg, X Mayo",18941,Seven friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.
